1	7	7
2	7	8
3	7	9
4	7	10
5	7	11
6	7	15
7	7	25
8	7	22
9	7	29
10	8	7
11	8	8
12	8	9
13	8	10
14	8	11
15	8	15
16	8	17
17	8	18
18	8	19
19	8	25
20	8	22
21	9	7
22	9	8
23	9	9
24	9	10
25	9	11
26	9	15
27	9	17
28	9	18
29	9	19
30	9	25
31	10	8
32	10	9
33	10	10
34	10	11
35	10	15
36	10	17
37	10	18
38	10	19
39	10	25
40	10	22
41	10	29
42	10	41
43	11	7
44	11	8
45	11	9
46	11	10
47	11	11
48	11	15
49	11	17
50	11	18
51	11	19
52	11	25
53	11	22
54	11	29
55	11	41
56	15	8
57	15	9
58	15	10
59	15	11
60	15	15
61	15	17
62	15	18
63	15	19
64	15	25
65	15	22
66	15	29
67	15	41
68	15	66
69	17	7
70	17	8
71	17	9
72	17	10
73	17	11
74	17	15
75	17	17
76	17	18
77	17	19
78	17	25
79	17	22
80	18	63
81	18	6
82	18	37
83	18	26
84	18	38
85	18	35
86	18	36
87	18	59
88	18	60
89	18	58
90	18	81
91	18	69
92	18	82
93	18	86
94	18	91
95	18	72
96	18	80
97	18	67
98	19	72
99	19	80
100	19	67
101	19	95
102	19	75
103	19	88
104	19	68
105	19	76
106	19	96
107	19	87
108	19	97
109	19	70
110	19	73
111	19	74
112	19	84
113	19	89
114	19	79
115	25	7
116	25	8
117	25	9
118	22	10
119	22	11
120	22	15
121	22	17
122	22	18
123	22	19
124	22	25
125	22	22
126	22	29
127	22	41
128	22	52
129	22	12
130	22	14
131	22	20
132	22	46
133	22	3
134	29	10
135	29	11
136	29	15
137	29	17
138	29	18
139	29	19
140	29	25
141	29	22
142	29	29
143	29	41
144	29	66
145	29	52
146	29	12
147	29	14
148	41	17
149	41	18
150	41	19
151	41	25
152	41	22
153	41	29
154	41	41
155	41	66
156	41	52
157	41	12
158	41	14
159	41	20
160	41	46
161	66	15
162	66	17
163	66	18
164	66	19
165	66	25
166	66	22
167	66	29
168	66	41
169	66	66
170	66	52
171	66	12
172	66	14
173	52	10
174	52	11
175	52	15
176	52	17
177	52	18
178	52	19
179	52	25
180	52	22
181	52	78
182	52	79
183	52	71
184	12	7
185	12	8
186	12	9
187	12	10
188	12	11
189	12	15
190	12	17
191	12	18
192	12	80
193	12	67
194	12	75
